OverallRating,OverallFrontCrashRating,FrontCrashDriversideRating,FrontCrashPassengersideRating,OverallSideCrashRating,SideCrashDriversideRating,SideCrashPassengersideRating,combinedSideBarrierAndPoleRating-Front,combinedSideBarrierAndPoleRating-Rear,sideBarrierRating-Overall,RolloverRating,RolloverRating2,RolloverPossibility,RolloverPossibility2,dynamicTipResult,SidePoleCrashRating,NHTSAElectronicStabilityControl,NHTSAForwardCollisionWarning,NHTSALaneDepartureWarning,ModelYear,Make,Model,VehicleDescription,VehicleId,rating_updated_on
Not Rated,3,4,2,5,5,5,5,5,5,Not Rated,Not Rated,0.0,0.0, ,5,Standard,Standard & Optional,Optional,2024,FORD,TRANSIT MEDIUM ROOF 15 PASS,2024 Ford TRANSIT MEDIUM ROOF 15 PASS PV AWD,19165,2024-12-26 11:38:15.587083+00:00
Not Rated,3,4,2,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard & Optional,Optional,2024,FORD,TRANSIT VAN,2024 Ford Transit Van - CV RWD,19155,2024-12-26 11:38:15.587083+00:00
Not Rated,3,4,2,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard & Optional,Optional,2024,FORD,TRANSIT VAN,2024 Ford Transit Van - CV AWD,19156,2024-12-29 11:33:30.038202+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard & Optional,Optional,2024,FORD,TRANSIT VAN BEV,2024 Ford Transit Van BEV CV RWD,19157,2024-12-17 11:33:30.434063+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2024,GENESIS,ELECTRIFIED G80,2024 Genesis Electrified G80 4 DR AWD,19523,2024-12-31 11:37:41.109304+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2024,GENESIS,ELECTRIFIED GV70,2024 Genesis Electrified GV70 SUV AWD,19529,2024-12-30 11:33:00.092872+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2024,GENESIS,G70,2024 Genesis G70 4 DR RWD,19519,2024-12-17 11:33:30.434063+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2024,GENESIS,G70,2024 Genesis G70 4 DR AWD,19520,2024-12-29 11:33:30.038202+00:00
5,5,4,5,5,5,5,5,5,5,5,Not Rated,0.101,0.0,No Tip,5,Standard,Standard,Standard,2024,GENESIS,G80,2024 Genesis G80 4 DR RWD,19521,2024-05-25 12:31:50.348814+00:00
5,5,4,5,5,5,5,5,5,5,5,Not Rated,0.101,0.0,No Tip,5,Standard,Standard,Standard,2024,GENESIS,G80,2024 Genesis G80 4 DR AWD,19522,2024-05-25 12:31:50.348814+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2024,GENESIS,G90,2024 Genesis G90 4 DR RWD,19524,2024-12-31 11:37:41.109304+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2024,GENESIS,G90,2024 Genesis G90 4 DR AWD,19525,2024-12-26 11:38:15.587083+00:00
5,4,4,4,5,5,5,5,5,5,5,Not Rated,0.083,0.0,No Tip,5,Standard,Standard & Optional,Standard,2024,GENESIS,GV60,2024 Genesis GV60 SUV RWD,19526,2024-08-18 11:46:53.843261+00:00
5,4,4,4,5,5,5,5,5,5,5,Not Rated,0.082,0.0,No Tip,5,Standard,Standard & Optional,Standard,2024,GENESIS,GV60,2024 Genesis GV60 SUV AWD,19527,2024-08-10 05:07:38.461625+00:00
5,4,4,5,5,5,5,5,5,5,4,Not Rated,0.13,0.0,No Tip,5,Standard,Standard & Optional,Standard,2024,GENESIS,GV70,2024 Genesis GV70 SUV AWD,19528,2024-05-25 12:31:50.348814+00:00
5,4,4,4,5,5,5,5,5,5,4,Not Rated,0.169,0.0,No Tip,5,Standard,Standard,Standard,2024,GENESIS,GV80,2024 Genesis GV80 SUV RWD,19530,2024-05-25 12:31:50.348814+00:00
5,4,4,4,5,5,5,5,5,5,4,Not Rated,0.155,0.0,No Tip,5,Standard,Standard,Standard,2024,GENESIS,GV80,2024 Genesis GV80 SUV AWD,19531,2024-05-25 12:31:50.348814+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard & Optional,Standard & Optional,2024,GMC,ACADIA,2024 GMC Acadia SUV FWD,19014,2024-12-31 11:37:41.109304+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard & Optional,Standard & Optional,2024,GMC,ACADIA,2024 GMC Acadia SUV AWD,19015,2024-12-26 11:38:15.587083+00:00
4,4,4,4,5,3,5,4,5,5,3,Not Rated,0.0,0.0,No Tip,5,Standard,Standard & Optional,Standard & Optional,2024,GMC,CANYON,2024 GMC Canyon PU/CC RWD,19050,2024-05-25 12:40:20.800201+00:00
4,4,4,4,5,3,5,4,5,5,3,Not Rated,0.0,0.0,No Tip,5,Standard,Standard & Optional,Standard & Optional,2024,GMC,CANYON,2024 GMC Canyon PU/CC 4WD,19051,2024-05-25 12:30:30.278697+00:00
Not Rated,4,4,4,5,3,5,4,5,5,Not Rated,Not Rated,0.0,0.0, ,5,Standard,Standard,Standard,2024,GMC,CANYON AT4X AEV,2024 GMC Canyon AT4X AEV PU/CC RWD,20003,2024-12-30 11:33:00.092872+00:00
Not Rated,4,4,4,5,3,5,4,5,5,Not Rated,Not Rated,0.0,0.0, ,5,Standard,Standard,Standard,2024,GMC,CANYON AT4X AEV,2024 GMC Canyon AT4X AEV PU/CC 4WD,20004,2024-12-17 11:33:30.434063+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2024,GMC,HUMMER EV,2024 GMC HUMMER EV SUV AWD,19080,2024-12-26 11:38:15.587083+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2024,GMC,HUMMER EV,2024 GMC HUMMER EV PU/CC AWD,19081,2024-12-26 11:38:15.587083+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Optional,Optional,2024,GMC,SAVANA CARGO 2500,2024 GMC Savana Cargo 2500 CV RWD,19039,2024-12-31 11:37:41.109304+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Optional,Optional,2024,GMC,SAVANA CARGO 3500,2024 GMC Savana Cargo 3500 CV RWD,19043,2024-12-31 11:37:41.109304+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,3,Not Rated,0.292,0.0,No Tip,Not Rated,Standard,Optional,Optional,2024,GMC,SAVANA PASSENGER 2500 - 12 Passenger,2024 GMC Savana Passenger 2500 - 12 Passenger PV RWD,19041,2024-12-29 11:33:30.038202+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,3,Not Rated,0.292,0.0,No Tip,Not Rated,Standard,Optional,Optional,2024,GMC,SAVANA PASSENGER 3500- 12 PASSENGER,2024 GMC Savana Passenger 3500- 12 passenger PV RWD,19045,2024-12-29 11:33:30.038202+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,3,Not Rated,0.292,0.0,No Tip,Not Rated,Standard,Optional,Optional,2024,GMC,SAVANA PASSENGER 3500- 15 PASSENGER,2024 GMC Savana Passenger 3500- 15 passenger PV RWD,19047,2024-12-26 11:38:15.587083+00:00
5,5,5,5,5,5,Not Rated,5,Not Rated,5,4,Not Rated,0.191,0.0,No Tip,5,Standard,Standard,Standard,2024,GMC,SIERRA 1500,2024 GMC Sierra 1500 PU/RC RWD,19066,2024-10-07 10:34:36.617203+00:00
5,5,5,5,5,5,Not Rated,5,Not Rated,5,4,Not Rated,0.191,0.0,No Tip,5,Standard,Standard,Standard,2024,GMC,SIERRA 1500,2024 GMC Sierra 1500 PU/RC 4WD,19067,2024-10-15 10:35:37.561921+00:00
5,5,5,5,5,5,5,5,5,5,4,Not Rated,0.191,0.0,No Tip,5,Standard,Standard,Standard,2024,GMC,SIERRA 1500,2024 GMC Sierra 1500 PU/EC RWD,19070,2024-10-12 11:31:03.791697+00:00
5,5,5,5,5,5,5,5,5,5,4,Not Rated,0.191,0.0,No Tip,5,Standard,Standard,Standard,2024,GMC,SIERRA 1500,2024 GMC Sierra 1500 PU/EC 4WD,19071,2024-10-03 10:33:36.170044+00:00
5,4,5,4,5,5,5,5,5,5,4,Not Rated,0.191,0.0,No Tip,5,Standard,Standard & Optional,Standard & Optional,2024,GMC,SIERRA 1500,2024 GMC Sierra 1500 PU/CC RWD,19074,2024-05-25 12:31:50.348814+00:00
5,4,5,4,5,5,5,5,5,5,4,Not Rated,0.198,0.0,No Tip,5,Standard,Standard & Optional,Standard & Optional,2024,GMC,SIERRA 1500,2024 GMC Sierra 1500 PU/CC 4WD,19075,2024-05-25 12:31:50.348814+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2024,GMC,SIERRA 2500,2024 GMC Sierra 2500 PU/RC RWD,19054,2024-12-29 11:33:30.038202+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2024,GMC,SIERRA 2500,2024 GMC Sierra 2500 PU/RC 4WD,19055,2024-12-17 11:33:30.434063+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2024,GMC,SIERRA 2500,2024 GMC Sierra 2500 PU/EC RWD,19058,2024-12-26 11:38:15.587083+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2024,GMC,SIERRA 2500,2024 GMC Sierra 2500 PU/EC 4WD,19059,2024-12-31 11:37:41.109304+00:00
Not Rated,5,5,4,5,5,5,5,5,5,Not Rated,Not Rated,0.0,0.0, ,5,Standard,Standard,Standard,2024,GMC,SIERRA 2500,2024 GMC Sierra 2500 PU/CC RWD,19062,2024-12-21 11:33:05.659837+00:00
Not Rated,5,5,4,5,5,5,5,5,5,Not Rated,Not Rated,0.0,0.0, ,5,Standard,Standard,Standard,2024,GMC,SIERRA 2500,2024 GMC Sierra 2500 PU/CC 4WD,19063,2024-12-31 11:37:41.109304+00:00
5,5,5,5,5,5,5,5,5,5,4,Not Rated,0.185,0.0,No Tip,5,Standard,Standard,Standard,2024,GMC,TERRAIN,2024 GMC Terrain SUV FWD,19007,2024-05-25 12:40:20.800201+00:00
5,5,5,5,5,5,5,5,5,5,4,Not Rated,0.164,0.0,No Tip,5,Standard,Standard,Standard,2024,GMC,TERRAIN,2024 GMC Terrain SUV AWD,19008,2024-05-25 12:40:20.800201+00:00
4,4,5,4,5,5,5,5,5,5,3,Not Rated,0.212,0.0,No Tip,5,Standard,Standard & Optional,Standard & Optional,2024,GMC,YUKON,2024 GMC Yukon SUV RWD,19028,2024-05-25 12:31:50.348814+00:00
4,4,5,4,5,5,5,5,5,5,3,Not Rated,0.219,0.0,No Tip,5,Standard,Standard & Optional,Standard & Optional,2024,GMC,YUKON,2024 GMC Yukon SUV 4WD,19029,2024-05-25 12:31:50.348814+00:00
4,4,5,4,5,5,5,5,5,5,3,Not Rated,0.212,0.0,No Tip,5,Standard,Standard & Optional,Standard & Optional,2024,GMC,YUKON XL,2024 GMC Yukon XL SUV RWD,19034,2024-05-25 12:31:50.348814+00:00
4,4,5,4,5,5,5,5,5,5,3,Not Rated,0.219,0.0,No Tip,5,Standard,Standard & Optional,Standard & Optional,2024,GMC,YUKON XL,2024 GMC Yukon XL SUV 4WD,19035,2024-05-25 12:40:20.800201+00:00
5,5,5,5,5,5,5,5,5,5,5,Not Rated,0.095,0.0,No Tip,5,Standard,Standard,Standard,2024,HONDA,ACCORD HYBRID,2024 Honda ACCORD HYBRID 4 DR FWD,19938,2024-05-25 12:40:20.800201+00:00
5,5,5,5,5,5,5,5,5,5,5,Not Rated,0.095,0.0,No Tip,5,Standard,Standard,Standard,2024,HONDA,ACCORD SEDAN,2024 Honda ACCORD SEDAN 4 DR FWD,19939,2024-05-25 12:40:20.800201+00:00
5,4,5,4,5,5,5,5,5,5,5,Not Rated,0.095,0.0,No Tip,5,Standard,Standard,Standard,2024,HONDA,CIVIC HATCHBACK,2024 Honda CIVIC HATCHBACK 5 HB FWD,19595,2024-05-25 12:40:20.800201+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,5,Not Rated,0.095,0.0,No Tip,Not Rated,Standard,Standard,Standard,2024,HONDA,CIVIC HATCHBACK TYPE R,2024 Honda CIVIC HATCHBACK TYPE R 5 HB FWD,19940,2024-12-17 11:33:30.434063+00:00
5,4,5,4,5,5,5,5,5,5,5,Not Rated,0.095,0.0,No Tip,5,Standard,Standard,Standard,2024,HONDA,CIVIC SEDAN,2024 Honda CIVIC SEDAN 4 DR FWD,19596,2024-05-25 12:31:50.348814+00:00
5,4,5,4,5,5,5,5,5,5,5,Not Rated,0.095,0.0,No Tip,5,Standard,Standard,Standard,2024,HONDA,CIVIC SEDAN SI,2024 Honda CIVIC SEDAN SI 4 DR FWD,19597,2024-05-25 12:30:30.278697+00:00
5,4,5,4,5,5,5,5,5,5,4,Not Rated,0.155,0.0,No Tip,5,Standard,Standard,Standard,2024,HONDA,CR-V,2024 Honda CR-V SUV FWD,19598,2024-10-02 10:35:37.475962+00:00
5,4,5,4,5,5,5,5,5,5,4,Not Rated,0.155,0.0,No Tip,5,Standard,Standard,Standard,2024,HONDA,CR-V,2024 Honda CR-V SUV AWD,19599,2024-05-25 12:40:20.800201+00:00
5,4,5,4,5,5,5,5,5,5,4,Not Rated,0.155,0.0,No Tip,5,Standard,Standard,Standard,2024,HONDA,CR-V HYBRID,2024 Honda CR-V HYBRID SUV FWD,19600,2024-09-30 11:00:29.268380+00:00
5,4,5,4,5,5,5,5,5,5,4,Not Rated,0.155,0.0,No Tip,5,Standard,Standard,Standard,2024,HONDA,CR-V HYBRID,2024 Honda CR-V HYBRID SUV AWD,19601,2024-05-25 12:30:30.278697+00:00
5,5,5,4,5,5,5,5,5,5,4,Not Rated,0.14,0.0,No Tip,5,Standard,Standard,Standard,2024,HONDA,HR-V,2024 Honda HR-V SUV FWD,18960,2024-05-25 12:40:20.800201+00:00
5,5,5,4,5,5,5,5,5,5,4,Not Rated,0.143,0.0,No Tip,5,Standard,Standard,Standard,2024,HONDA,HR-V,2024 Honda HR-V SUV AWD,18961,2024-10-03 10:33:36.170044+00:00
5,5,5,5,5,5,5,5,5,5,4,Not Rated,0.136,0.0,No Tip,5,Standard,Standard,Standard,2024,HONDA,ODYSSEY,2024 Honda ODYSSEY PV FWD,19602,2024-05-25 12:31:50.348814+00:00
5,4,5,4,5,5,5,5,5,5,4,Not Rated,0.175,0.0,No Tip,5,Standard,Standard,Standard,2024,HONDA,PASSPORT,2024 Honda PASSPORT SUV FWD,19984,2024-05-25 12:30:30.278697+00:00
5,4,5,4,5,5,5,5,5,5,4,Not Rated,0.164,0.0,No Tip,5,Standard,Standard,Standard,2024,HONDA,PASSPORT,2024 Honda PASSPORT SUV AWD,19985,2024-05-25 12:31:50.348814+00:00
5,4,4,4,5,5,5,5,5,5,4,Not Rated,0.155,0.0,No Tip,5,Standard,Standard,Standard,2024,HONDA,PILOT,2024 Honda PILOT SUV FWD,19603,2024-05-25 12:40:20.800201+00:00
5,4,4,4,5,5,5,5,5,5,4,Not Rated,0.143,0.0,No Tip,5,Standard,Standard,Standard,2024,HONDA,PILOT,2024 Honda PILOT SUV AWD,19604,2024-05-25 12:40:20.800201+00:00
5,5,5,4,5,5,5,5,5,5,5,Not Rated,0.099,0.0,No Tip,5,Standard,Standard,Standard,2024,HONDA,PROLOGUE EV,2024 Honda Prologue EV SUV FWD,19994,2024-11-30 12:24:54.638093+00:00
5,5,5,4,5,5,5,5,5,5,4,Not Rated,0.105,0.0,No Tip,5,Standard,Standard,Standard,2024,HONDA,PROLOGUE EV,2024 Honda Prologue EV SUV AWD,19995,2024-12-30 11:33:00.092872+00:00
5,5,5,5,5,5,5,5,5,5,4,Not Rated,0.164,0.0,No Tip,5,Standard,Standard,Standard,2024,HONDA,RIDGELINE,2024 Honda RIDGELINE PU/CC FWD,19986,2024-05-25 12:31:50.348814+00:00
5,5,5,5,5,5,5,5,5,5,4,Not Rated,0.169,0.0,No Tip,5,Standard,Standard,Standard,2024,HONDA,RIDGELINE,2024 Honda RIDGELINE PU/CC AWD,19987,2024-05-25 12:31:50.348814+00:00
5,4,5,4,5,5,5,5,5,5,5,Not Rated,0.101,0.0,No Tip,5,Standard,Standard & Optional,Standard,2024,HYUNDAI,ELANTRA,2024 Hyundai Elantra 4 DR FWD,19543,2024-06-17 12:33:35.267745+00:00
5,4,5,4,5,5,5,5,5,5,5,Not Rated,0.101,0.0,No Tip,5,Standard,Standard & Optional,Standard,2024,HYUNDAI,ELANTRA HEV,2024 Hyundai Elantra HEV 4 DR FWD,19545,2024-06-09 10:24:16.753766+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,5,Not Rated,0.101,0.0,No Tip,Not Rated,Standard,Standard,Standard,2024,HYUNDAI,ELANTRA N,2024 Hyundai Elantra N 4 DR FWD,19544,2024-12-31 11:37:41.109304+00:00
5,4,4,4,5,4,5,5,5,5,5,Not Rated,0.084,0.0,No Tip,5,Standard,Standard & Optional,Standard,2024,HYUNDAI,IONIQ 5,2024 Hyundai Ioniq 5 SUV RWD,19546,2024-07-09 10:10:10.173163+00:00
5,4,4,4,5,4,5,5,5,5,5,Not Rated,0.083,0.0,No Tip,5,Standard,Standard & Optional,Standard,2024,HYUNDAI,IONIQ 5,2024 Hyundai Ioniq 5 SUV AWD,19547,2024-07-05 09:08:42.598049+00:00
Not Rated,Not Rated,Not Rated,Not Rated,5,4,5,5,5,5,5,Not Rated,0.084,0.0,No Tip,5,Standard,No,No,2024,HYUNDAI,IONIQ 5,2024 Hyundai Ioniq 5 SUV Later Release RWD,20791,2024-12-27 12:52:42.954254+00:00
Not Rated,Not Rated,Not Rated,Not Rated,5,4,5,5,5,5,5,Not Rated,0.083,0.0,No Tip,5,Standard,No,No,2024,HYUNDAI,IONIQ 5,2024 Hyundai Ioniq 5 SUV Later Release AWD,20792,2024-12-27 12:52:42.954254+00:00
5,4,4,5,5,5,5,5,5,5,5,Not Rated,0.067,0.0,No Tip,5,Standard,Standard & Optional,Standard,2024,HYUNDAI,IONIQ 6,2024 Hyundai Ioniq 6 4 DR RWD,19548,2024-12-30 11:33:00.092872+00:00
5,4,4,5,5,5,5,5,5,5,5,Not Rated,0.067,0.0,No Tip,5,Standard,Standard & Optional,Standard,2024,HYUNDAI,IONIQ 6,2024 Hyundai Ioniq 6 4 DR AWD,19549,2024-12-30 11:33:00.092872+00:00
4,4,4,4,5,5,5,5,5,5,4,Not Rated,0.151,0.0,No Tip,5,Standard,Standard & Optional,Standard,2024,HYUNDAI,KONA,2024 Hyundai Kona SUV FWD,19536,2024-07-17 10:13:52.870943+00:00
4,4,4,4,5,5,5,5,5,5,4,Not Rated,0.159,0.0,No Tip,5,Standard,Standard & Optional,Standard,2024,HYUNDAI,KONA,2024 Hyundai Kona SUV AWD,19537,2024-07-19 10:08:36.299232+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2024,HYUNDAI,KONA ELECTRIC,2024 Hyundai Kona Electric SUV RWD,19538,2024-12-29 11:33:30.038202+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2024,HYUNDAI,NEXO,2024 Hyundai Nexo SUV FWD,19557,2024-12-26 11:38:15.587083+00:00
5,5,5,5,5,5,5,5,5,5,4,Not Rated,0.159,0.0,No Tip,5,Standard,Standard & Optional,Standard,2024,HYUNDAI,PALISADE,2024 Hyundai Palisade SUV FWD,19552,2024-07-17 10:13:52.870943+00:00
5,5,5,5,5,5,5,5,5,5,4,Not Rated,0.143,0.0,No Tip,5,Standard,Standard & Optional,Standard,2024,HYUNDAI,PALISADE,2024 Hyundai Palisade SUV AWD,19553,2024-07-17 10:13:52.870943+00:00
Not Rated,5,5,5,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,4,Not Rated,0.159,0.0,No Tip,5,Standard,Standard & Optional,Standard,2024,HYUNDAI,PALISADE,2024 Hyundai Palisade SUV Later Release FWD,20627,2024-12-21 11:33:05.659837+00:00
Not Rated,5,5,5,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,4,Not Rated,0.143,0.0,No Tip,5,Standard,Standard & Optional,Standard,2024,HYUNDAI,PALISADE,2024 Hyundai Palisade SUV Later Release AWD,20628,2024-12-21 11:33:05.659837+00:00
5,5,5,5,5,5,5,5,5,5,4,Not Rated,0.164,0.0,No Tip,5,Standard,Standard & Optional,Standard,2024,HYUNDAI,SANTA CRUZ,2024 Hyundai Santa Cruz PU/CC FWD Later Release,19554,2024-11-16 11:38:57.737047+00:00
5,5,5,5,5,5,5,5,5,5,4,Not Rated,0.164,0.0,No Tip,5,Standard,Standard & Optional,Standard,2024,HYUNDAI,SANTA CRUZ,2024 Hyundai Santa Cruz PU/CC AWD Later Release,19555,2024-11-21 12:27:39.907412+00:00
5,5,5,5,5,5,5,5,5,5,4,Not Rated,0.164,0.0,No Tip,5,Standard,Standard & Optional,Standard,2024,HYUNDAI,SANTA CRUZ,2024 Hyundai Santa Cruz PU/CC FWD Early Release,20054,2024-05-25 12:40:20.800201+00:00
5,5,5,5,5,5,5,5,5,5,4,Not Rated,0.164,0.0,No Tip,5,Standard,Standard & Optional,Standard,2024,HYUNDAI,SANTA CRUZ,2024 Hyundai Santa Cruz PU/CC AWD Early Release,20055,2024-05-25 12:31:50.348814+00:00
4,4,4,4,5,5,5,5,5,5,4,Not Rated,0.185,0.0,No Tip,5,Standard,Standard & Optional,Standard,2024,HYUNDAI,SANTA FE,2024 Hyundai Santa Fe SUV FWD,19539,2024-12-31 11:37:41.109304+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard & Optional,Standard,2024,HYUNDAI,SANTA FE,2024 Hyundai Santa Fe SUV AWD,19540,2024-12-17 11:33:30.434063+00:00
4,4,4,4,5,5,5,5,5,5,4,Not Rated,0.185,0.0,No Tip,5,Standard,Standard & Optional,Standard,2024,HYUNDAI,SANTA FE HEV,2024 Hyundai Santa Fe HEV SUV FWD,19541,2024-12-31 11:37:41.109304+00:00
4,4,4,4,5,5,5,5,5,5,4,Not Rated,0.174,0.0,No Tip,5,Standard,Standard & Optional,Standard,2024,HYUNDAI,SANTA FE HEV,2024 Hyundai Santa Fe HEV SUV AWD,19542,2024-12-31 11:37:41.109304+00:00
5,4,4,5,5,5,5,5,5,5,5,Not Rated,0.097,0.0,No Tip,5,Standard,Standard,Standard,2024,HYUNDAI,SONATA,2024 Hyundai Sonata 4 DR FWD,19550,2024-07-17 10:13:52.870943+00:00
5,4,4,5,5,5,5,5,5,5,5,Not Rated,0.097,0.0,No Tip,5,Standard,No,No,2024,HYUNDAI,SONATA,2024 Hyundai Sonata 4 DR AWD,20292,2024-08-13 12:08:38.860638+00:00
5,4,4,5,5,5,5,5,5,5,5,Not Rated,0.097,0.0,No Tip,5,Standard,Standard,Standard,2024,HYUNDAI,SONATA HEV,2024 Hyundai Sonata HEV 4 DR FWD,19551,2024-07-18 10:23:55.095366+00:00
5,5,4,5,5,5,5,5,5,5,4,Not Rated,0.159,0.0,No Tip,5,Standard,Standard,Standard,2024,HYUNDAI,TUCSON,2024 Hyundai Tucson SUV FWD,19532,2024-05-25 12:40:20.800201+00:00
5,5,4,5,5,5,5,5,5,5,4,Not Rated,0.174,0.0,No Tip,5,Standard,Standard,Standard,2024,HYUNDAI,TUCSON,2024 Hyundai Tucson SUV AWD,19533,2024-05-25 12:40:20.800201+00:00
Not Rated,5,4,5,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,4,Not Rated,0.159,0.0,No Tip,5,Standard,No,No,2024,HYUNDAI,TUCSON,2024 Hyundai Tucson SUV Later Release FWD,20787,2024-12-27 12:52:42.954254+00:00
Not Rated,5,4,5,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,4,Not Rated,0.174,0.0,No Tip,5,Standard,No,No,2024,HYUNDAI,TUCSON,2024 Hyundai Tucson SUV Later Release AWD,20788,2024-12-27 12:52:42.954254+00:00
5,5,4,5,5,5,5,5,5,5,4,Not Rated,0.174,0.0,No Tip,5,Standard,Standard,Standard,2024,HYUNDAI,TUCSON HEV,2024 Hyundai Tucson HEV SUV AWD,19534,2024-05-25 12:31:50.348814+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2024,HYUNDAI,TUCSON PHEV,2024 Hyundai Tucson PHEV SUV Early Release AWD,19535,2024-12-30 11:33:00.092872+00:00
